OEM,Slice,GroundTruth,ExpectedSystem,ExpectedCategory,GoodTokens,ExpectedMake,Chassis,Prefix5,Mode,EnrichmentLevel,HttpStatus,ElapsedS,IsTimeout,Total,SearchStrategy,SourceStrategy,Confidence,FirstDesc,FirstBrand,FirstCategory,AftermarketCount,AftermarketSample,SpecsCount,VehiclesCount,DocsCount,HasSupersession,OEMNumbersCount,OEMNumbersSample,WarningsCount,Warnings
00018-ADUP8,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AD,00018,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
05203-J5510,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J5,05203,combined,full,200,0.92,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09501-C9190,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,C9,09501,combined,full,200,0.45,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99250-CV010,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99250,combined,full,200,0.74,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99240-R0050,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R0,99240,combined,full,200,0.73,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
48815-30070,non_hk,non_hk,,,,,,,combined,full,200,10.79,False,3,combined,"cache,prefix_inference",0.9975,Stabiliser Mounting,Hyundai / KIA, / Stabiliser Mounting,0,,0,0,0,false,0,,0,
20910-2SA02,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,2S,20910,combined,full,200,0.48,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99241-K0500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,99241,combined,full,200,0.73,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99140-L3120,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99140,combined,full,200,0.76,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99910-L3100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99910,combined,full,200,0.57,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09375-GI900,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,GI,09375,combined,full,200,0.52,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
26350-2J001,real_hk_seeded,exists,Engine,Oil Filter,"oil,filter",Hyundai/Kia,2J,26350,combined,full,200,15.81,False,1,combined,"cache,prefix_inference",0.9975,Engine Oil Filter (V6),Hyundai / KIA,Engine / Oil Filter,0,,0,0,0,false,0,,0,
92101-G5540,real_hk_seeded,exists,Electrical,Headlight - Front Left,"headlight,front,left",Hyundai/Kia,G5,92101,combined,full,200,5.17,False,1,combined,"cache,prefix_inference,exact_oem,legacy",1,DRIVER SIDE HEADLIGHT ASSEMBLY,Hyundai / KIA,Electrical / Headlight Assembly,0,,0,0,0,false,0,,0,
58411-J5500,real_hk_seeded,exists,Brakes,Brake Disc - Rear,"brake,disc,rear",Hyundai/Kia,J5,58411,combined,full,200,10.77,False,8,combined,"cache,prefix_inference",0.9975,Brake Disc (Rear),Hyundai / KIA,Brakes / Brake Disc,0,,0,0,0,false,0,,0,
28795-M6500,real_hk_coarse,exists,Exhaust,Exhaust Manifold,"exhaust,manifold",Hyundai/Kia,M6,28795,combined,full,200,2.26,False,2,combined,"cache,prefix_inference",0.9975,Wiper Blade (Rear),Hyundai / KIA, / Wiper Blade,0,,0,0,0,false,0,,0,
99157-K0500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,99157,combined,full,200,0.51,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
11276-06161,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,06,11276,combined,full,200,0.77,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
42951-3D410,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,3D,42951,combined,full,200,0.76,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99216-S9150,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,S9,99216,combined,full,200,0.75,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99240-J5000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J5,99240,combined,full,200,0.74,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80292-SDA-A01,non_hk,non_hk,,,,,,,combined,full,200,22.74,False,19,combined,"cross_brand,cross_reference",0.966,"Filter, interior air",HONDA,,0,,0,0,0,false,0,,0,
99150-L3100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99150,combined,full,200,0.78,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
42952-4G080,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,4G,42952,combined,full,200,0.51,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99145-K0500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,99145,combined,full,200,0.74,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99140-K0500,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,99140,combined,full,200,0.91,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
51621-S5A-J02,non_hk,non_hk,,,,,,,combined,full,200,13.06,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99910-CH330,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,CH,99910,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
20920-2SA02,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,2S,20920,combined,full,200,0.85,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77003-R5011,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R5,77003,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
48619-30040,non_hk,non_hk,,,,,,,combined,full,200,13.37,False,1,combined,"cache,prefix_inference",0.9975,"Rolling Bearing, suspension strut support mounting (Rear Left)",Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
77121-CV000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,77121,combined,full,200,0.48,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09375-K4102,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K4,09375,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09314-L1100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,L1,09314,combined,full,200,0.47,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
15732-12003,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,12,15732,combined,full,200,0.58,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77980-P1000,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,77980,combined,full,200,0.75,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
51-13-6-799-953,non_hk,non_hk,,,,,,,combined,full,200,6.9,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
09474-4E300,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,4E,09474,combined,full,200,0.9,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
39-40-6-874-336,non_hk,non_hk,,,,,,,combined,full,200,7.7,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
09430-G2200,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,G2,09430,combined,full,200,0.73,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
35-11-8-853-131,non_hk,non_hk,,,,,,,combined,full,200,8.46,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
82460-2T010,real_hk_seeded,exists,Body,Power Window Motor - Front,"power,window,motor,front",Kia,2T,82460,combined,full,200,15.8,False,1,combined,"cache,prefix_inference",0.9975,"Electric Motor, window regulator (Front Right) for Kia Optima (2010-2015)",Kia," / Electric Motor, window regulator",0,,0,0,0,false,0,,0,
97134-AO010,real_hk_seeded,exists,HVAC,Cabin Air Filter,"cabin,air,filter",Hyundai/Kia,AO,97134,combined,full,200,4.14,False,1,combined,"cache,prefix_inference,exact_oem,legacy",1,HEATER &AMP; EVAPORATOR CASE,Hyundai / KIA,HVAC / Compressor A/C,0,,0,0,0,false,0,,0,
58101-P0A11,real_hk_seeded,exists,Brakes,Brake Pad Set - Front,"brake,pad,set,front",Hyundai/Kia,P0,58101,combined,full,200,2.52,False,2,combined,"cache,prefix_inference",0.9975,"Brake Pad Set, disc brake",Hyundai / KIA,Brakes / Brake Pad Set,0,,0,0,0,false,0,,0,
98610-CV600,real_hk_coarse,exists,Maintenance,Wiper System,"wiper,system",Hyundai,CV,98610,combined,full,200,2.28,False,2,combined,"cache,prefix_inference",0.9975,"Washer Fluid Tank, window cleaning (Passenger) for Hyundai Staria (2021+)",Hyundai," / Washer Fluid Tank, window cleaning",0,,0,0,0,false,0,,0,
80310-CV000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,80310,combined,full,200,0.44,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
17379-20834,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,20,17379,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
35-11-6-762-969,non_hk,non_hk,,,,,,,combined,full,200,12.74,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
05203-R0420,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R0,05203,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80292-SNA-A01,non_hk,non_hk,,,,,,,combined,full,200,12.74,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99240-CV010,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99240,combined,full,200,0.69,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80292-SDG-W41,non_hk,non_hk,,,,,,,combined,full,200,12.64,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99150-P2000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,P2,99150,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
05203-H9210,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,H9,05203,combined,full,200,0.64,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
not-an-oem,non_hk,non_hk,,,,,,,combined,full,200,1.23,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
17925-04200,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,04,17925,combined,full,200,0.46,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99240-P1200,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,99240,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
test,non_hk,non_hk,,,,,,,combined,full,200,3.41,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
09527-AL300,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AL,09527,combined,full,200,0.89,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
05203-R5410,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R5,05203,combined,full,200,1.79,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
null,non_hk,non_hk,,,,,,,combined,full,200,4.83,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99140-L3000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99140,combined,full,200,0.77,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99120-CV100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99120,combined,full,200,0.82,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
aaaaa-aaaaa,non_hk,non_hk,,,,,,,combined,full,200,0.71,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99240-P1250,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,99240,combined,full,200,0.7,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
20910-2SH02,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,2S,20910,combined,full,200,0.78,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
undefined,non_hk,non_hk,,,,,,,combined,full,200,2.4,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
20920-08S00,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,08,20920,combined,full,200,0.77,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
10144-06203,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,06,10144,combined,full,200,0.79,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
NULL,non_hk,non_hk,,,,,,,combined,full,200,0.51,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
99216-P2000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,P2,99216,combined,full,200,0.66,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77121-L2000,real_hk_unseeded,exists,Unknown,Unknown,,Kia,L2,77121,combined,full,200,0.79,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
None,non_hk,non_hk,,,,,,,combined,full,200,2.42,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
54650-Q5UD0,real_hk_seeded,exists,Suspension,Shock Absorber - Front,"shock,absorber,front",Hyundai/Kia,Q5,54650,combined,full,200,16.86,False,1,combined,"cache,prefix_inference",0.9975,Shock Absorber,Hyundai / KIA,Suspension / Shock Absorber / Strut,0,,0,0,0,false,0,,0,
80660-P1050,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,80660,combined,full,200,0.54,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77980-L2000,real_hk_unseeded,exists,Unknown,Unknown,,Kia,L2,77980,combined,full,200,1.07,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99999-99999,non_hk,non_hk,,,,,,,combined,full,200,0.77,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
12291-05123,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,05,12291,combined,full,200,1.09,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
12345-ABCDE,non_hk,non_hk,,,,,,,combined,full,200,0.77,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99220-CV010,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99220,combined,full,200,0.71,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
None,non_hk,non_hk,,,,,,,combined,full,200,2.41,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
09149-N9000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,N9,09149,combined,full,200,0.73,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
0,non_hk,non_hk,,,,,,,combined,full,200,1.64,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
80610-P1550,real_hk_unseeded,exists,Unknown,Unknown,,Kia,P1,80610,combined,full,200,0.5,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09110-J5000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J5,09110,combined,full,200,0.76,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80610-AT950,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AT,80610,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80100-K0600,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,80100,combined,full,200,0.82,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
12345,non_hk,non_hk,,,,,,,combined,full,200,12.1,False,5,combined,cache,1,Engine Mounting,FEBI BILSTEIN,,0,,0,0,0,false,0,,0,
99240-L3000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,L3,99240,combined,full,200,0.72,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99120-AO000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,AO,99120,combined,full,200,0.47,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09501-C9100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,C9,09501,combined,full,200,0.75,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99157-J6000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J6,99157,combined,full,200,0.56,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
80420-CV000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,80420,combined,full,200,0.54,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77003-H9100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,H9,77003,combined,full,200,0.58,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09200-L1200,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,L1,09200,combined,full,200,0.49,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99120-S9050,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,S9,99120,combined,full,200,0.52,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
17925-04014,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,04,17925,combined,full,200,0.47,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99110-J5600,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,J5,99110,combined,full,200,0.79,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
11403-10203,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,10,11403,combined,full,200,0.69,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
13-71-7-542-101,non_hk,non_hk,,,,,,,combined,full,200,4.18,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
12492-04089,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,04,12492,combined,full,200,1.01,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
42700-2N000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,2N,42700,combined,full,200,0.53,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09430-2C800,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,2C,09430,combined,full,200,0.91,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77925-T1000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,T1,77925,combined,full,200,0.54,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99240-F6010,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,F6,99240,combined,full,200,0.56,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99246-CV000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99246,combined,full,200,0.58,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77915-T1000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,T1,77915,combined,full,200,0.62,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09149-F6900,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,F6,09149,combined,full,200,0.57,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
77513-K0000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,K0,77513,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99910-CV070,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,CV,99910,combined,full,200,0.9,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
09430-A5200,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai,A5,09430,combined,full,200,0.75,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
13-71-8-604-825,non_hk,non_hk,,,,,,,combined,full,200,4.34,False,0,combined,,0,,,,0,,0,0,0,false,0,,0,
09474-4E100,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,4E,09474,combined,full,200,0.89,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
79230-F6000,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,F6,79230,combined,full,200,0.91,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
99140-R0010,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,R0,99140,combined,full,200,0.71,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
42620-4G601,real_hk_unseeded,exists,Unknown,Unknown,,Hyundai/Kia,4G,42620,combined,full,200,0.55,False,0,hk_scope_rejected,,0,,,,0,,0,0,0,false,0,,1,This OEM format looks HK-shaped but the prefix is not in the Hyundai/Kia catalog.
